ASIN,review_id,review_page,review_title,review_rating_text,review_rating_value,review_date,review_text,review_char_length,review_word_count,helpful_text,helpful_count,is_verified_purchase
B0G19LH9T6,R1VH1E3SQJ3FQN,0,4.0 out of 5 stars,4.0 out of 5 stars,4.0,"Reviewed in the United States on February 23, 2026","This case looks just like the picture, feels super nice, seems good quality, and a nice fit. I wasn't a fan that it doesn't work with wireless charging and for some reason it seems to gather a lot of lint. For those reasons we are sending ours back.",249,16,15 people found this helpful,15,Yes
B0G19LH9T6,R6P9FPQPK3X1G,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 25, 2026",Everything excellent. Nice and smooth and doesn't get greasy from hands. Perfect fit. Great quality. Color matches phone perfectly. And cloth for screen included. Great buy!,173,13,,0,Yes
B0G19LH9T6,R3CX12MCK3AQGE,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on February 13, 2026","I bought this phone case as a gift for my husband and it was a huge hit! The quality is excellent-sturdy, well-made, and it fits his phone perfectly. It feels really protective without being bulky, which is exactly what he wanted. The design looks even better in person and it made such a thoughtful, practical gift. He uses it every single day and still comments on how much he likes it. Definitely one of those gifts that's both useful and appreciated. I would absolutely buy this again!",489,40,3 people found this helpful,3,Yes
B0G19LH9T6,R1L9KJ097C0VNO,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 7, 2026","Nice MagSafe case! Well made, and the color matches my phone perfectly ğŸ˜Š It goes on with a nice snug fit and the corners look to be very protective too.",155,10,,0,Yes
B0G19LH9T6,R112MCO5SNWM4Q,0,Super Material,5.0 out of 5 stars,5.0,"Reviewed in Germany on December 12, 2024",Super Material passt genau für iPhone 13 kann ich nur empfehlen.,64,9,,0,Yes
B0G19LH9T6,R14O3F865GP4C5,0,Klasse Hülle,5.0 out of 5 stars,5.0,"Reviewed in Germany on October 26, 2023",Preis-/Leistung top. Tut was sie soll!,38,6,,0,Yes
B0G19LH9T6,R1A92M3F0CIJBS,0,Endlich eine Hülle die mein iPhone gut schütz,4.0 out of 5 stars,4.0,"Reviewed in Germany on January 25, 2024",Habe mir nach anfänglichen bedenken doch diese Hülle gekauft. Ich muss sagen sie ist Super etwas dicker an den Ecken und genau die selbe Farbe wie mein iPhone. Kein verblasstes grün. Allerdings muss ich auch einen Nachteil angeben leider steht der Schutz der Kamera etwas mehr über so das mein vw sie nicht mehr im wireless charging erkennt. Ich nutze das Handy nur moderat also benötige ich kein laden auf dem Weg zur Arbeit aber für einen Vertreter könnte das ein Problem werden.,481,77,,0,Yes
B0FH655984,R14XSBLLC7JHM7,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 24, 2026",This SUPFINE case is exceptional! Military grade drop protection and MagSafe compatibility in one sleek package. The case fits perfectly on my iPhone 16 Plus and the magnetic alignment is strong and accurate. It doesn't add much bulk but the protection is real - I've dropped my phone a few times and it's held up flawlessly. The design looks premium and feels great in hand. Highly recommend for anyone who wants protection without sacrificing style!,451,32,4 people found this helpful,4,Yes
B0FH655984,R2LAP9X0XI38HH,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 10, 2026","This is a solid basic case. It fits well, feels sturdy, and isn't too bulky. The matte finish looks clean and not cheap, and the MagSafe works as it should. Good everyday case if you just want something simple and reliable.",223,14,,0,Yes
B0FH655984,R3Q50PQ7I8X9FL,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 18, 2026","I just got my new iPhone 16 Pro, and this was the first case I put on it. I'm happy to report it's a perfect 10/10. The fit is flawless-snug all around, and the cutouts for the ports and speakers are precise. The buttons are still super clicky and easy to press, which is a huge plus. The main reason I chose this one was for MagSafe, and the magnets are seriously strong. It snaps securely onto my bedside charger and my car mount with a satisfying thunk and doesn't budge. It feels sturdy and has a nice grip without being too bulky. Exactly what you need for a brand-new phone!",580,47,6 people found this helpful,6,Yes
B0FH655984,R111WJQ6KJXE87,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 26, 2026","bought this case for my iPhone 11 and I really like it. It fits perfectly, feels durable, and protects the phone well. The material feels good in hand and the design is nice too. A great option if you want both protection and style.",232,10,4 people found this helpful,4,Yes
B0FH655984,R1SY64BLMH5V4U,0,4.0 out of 5 stars,4.0 out of 5 stars,4.0,"Reviewed in the United States on April 9, 2026","Bought this for my son's phone. We thought it would be more bulky thinking more protective. But it fit the phone well. He has traveled with it this week, so far so good.",169,12,,0,Yes
B0FH655984,RVM9WDUDFE8SS,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 10, 2026","Fits my IPhone 13 perfectly. The case is minimalistic in look and size. I'm happy with the appearance and color. It's one piece, very easy to put on, and fits securely to the phone. The grip is better than other comparable cases I've had, but still, it's a smooth, untextured surface. I can say I haven't dropped my phone nearly as much with this case. The raised edges are good, even with a screen protector and rear camera lens protector, but It's a slim case, which I prefer, however it's not going to greatly contribute to screen protection. Overall, it's a good choice for basic protection at a reasonable price.",617,41,One person found this helpful,0,Yes
B0FH655984,RD74MUTDNACDO,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 26, 2026","I'm glad I found this case! Really simple to install, gives you a better grip on your phone, and gives it just a little bit of extra weight which I personally like. It works well with MagSafe chargers as well giving a reasonably strong connection.",247,15,One person found this helpful,0,Yes
B0FH655984,R9VQAOR95SWOX,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on February 11, 2026","I've been using this case on my iPhone 17 Pro Max for a few weeks now and I'm really impressed with the quality. First off, it fits perfectly. All the buttons are responsive, ports line up well, and nothing feels loose or cheap. The case is slim enough to keep the phone from feeling bulky, but still offers great protection around the edges and camera area. The MagSafe magnet is strong, which was a big selling point for me. My charger snaps right on and stays put, and my magnetic car mount holds firmly even on bumpy roads. No sliding or dropping like I've had with other cases. The back has a clean, smooth finish that doesn't attract fingerprints much and still feels grippy in the hand. It looks sleek without being slippery. I've already had one small drop and the phone was completely fine, which gave me a lot of confidence in the protection. If you want a stylish, slim case that actually protects your phone and works perfectly with MagSafe accessories, this is a great choice. Excellent quality for the price and I'd definitely buy it again.",1054,75,19 people found this helpful,19,Yes
B0FH655984,R1LA9AV6I7NILB,0,Great case,5.0 out of 5 stars,5.0,"Reviewed in South Africa on March 26, 2026",This is one of the best cases I have bought. Comfortable to hold and the MagSafe works perfectly.,97,4,,0,Yes
B0FH655984,R1UEM6AK5884Q8,0,Good Quality,5.0 out of 5 stars,5.0,"Reviewed in Singapore on January 11, 2026",Good,4,0,,0,Yes
B0FH655984,R21XSDM4LMQHD9,0,Muito satisfeito,5.0 out of 5 stars,5.0,"Reviewed in Brazil on January 20, 2026",Capinha de ótima qualidade. Imagens real do produto.,52,6,,0,Yes
B0FDW734NW,RMU21XUKVFO66,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 9, 2026",I bought this case for my girlfriend and she loves it! It isn't super thick but it's not flimsy nor does it feel super cheap. Nice quality silicon material looks and feels great and is exactly what is advertised. It covers the camera lenses perfectly. Super easy to install of course.,284,25,,0,Yes
B0FDW734NW,R1BN8ZCL1SJB28,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 22, 2026","This case is absolutely beautiful. The purple color looks even better in person, and the quality feels really nice and sturdy. The packaging was also great and everything arrived neatly packed. I ended up returning it, but not because of the case itself. My phone already had a separate camera protector on it, so the fit did not work well for me. That was completely my own setup issue, not a problem with the product. If you do not already have an extra camera protector installed, I think this case is definitely worth it. It looks high quality, feels well made, and honestly still deserves 5 stars.I",603,40,One person found this helpful,0,Yes
B0FDW734NW,R1QOGJB9M5W928,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 19, 2026","The case is great for the cost. It looks good on my iPhone 15 pro. It has a great feel. The buttons are easy to press and the case feels sturdy on the hand. The size is perfect and fits my phone well. It was so easy to install. The camera protection is phenomenal. It doesn't come with a kickstand, but it is really good. I rated 5 stars because of the great protection that the case provides.",393,19,,0,Yes
B0FDW734NW,R7WSCXN0V5VEJ,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 15, 2026",Feels good in hands and fit perfectly im glad it has a camera protector so that i dont have to buy one and it comes up over the screen good for protection my button work so good rather than my old case and the quality is decent its sturdy and goes on easy,255,15,,0,Yes
B0FDW734NW,RYP8W6N9EPNMP,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 29, 2026",This is a beautiful case! It fits perfectly and it looks great on the new orange iPhone. I loved the price and quick delivery!,126,11,,0,Yes
B0FDW734NW,R1CU3E6P12HKWX,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 8, 2026",I absolutely love this case. The color is vibrant. It does a great job at protecting the camera on this new 17 iPhone and it's got a good texture to the material. I would definitely buy this again.,197,15,,0,Yes
B0FDW734NW,R3O1UQB8TFSYFN,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 7, 2026",Item is as described. Great pink color. Durable soft feel. Fits iPhone 17 pro max.,82,10,One person found this helpful,0,Yes
B0FDW734NW,R13BBFB64AFMP3,0,Great product.,5.0 out of 5 stars,5.0,"Reviewed in the United Kingdom on February 5, 2025","Prompt delivery, perfect/secure fit for my iPhone 16 plus. Ease to apply, not bulky, appears durable. Cover/protects all edges of phone. No issues with side controls use, fits perfectly. No issues with wireless charging, silky feel to case, makes phone feel secure when holding. Smart appearance/robust. Easily wipes clean. Raised area over camera lenses for protection. Only gripe is the camera lenses aren't actually covered.",427,39,,0,Yes
B0FDW734NW,R13GYCUVD9W6XY,0,Best iphone case ever,5.0 out of 5 stars,5.0,"Reviewed in Canada on October 11, 2024",The title of my comment says it all,35,3,,0,Yes
B0FDW734NW,R13PECKZCV33UL,0,Práctico,5.0 out of 5 stars,5.0,"Reviewed in Spain on March 7, 2026",Perfecta adaptación y buena calidad,35,4,,0,Yes
B0FHGQZ9P5,R2DBN2153FXID,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 13, 2026","Well made, fits perfectly, thin trim wrap around with a military (black case) professional look and appearance. The kickstand ring is solid and holds firmly in place with a strong magnetic cling to a mount or mag charger. Smooth surface but not slippery and easy to firmly grip. Screen shield is tough, high quality and easy to install. Overall great value.",357,32,5 people found this helpful,5,Yes
B0FHGQZ9P5,R3294EYTFRY0CP,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 19, 2026","I really loved this case. It has a very sleek and modern design that looks great on the phone. The material feels durable and high quality, and it provides solid protection. The ring is very useful-it helps with grip and also works as a stand. It fits perfectly and all the buttons are easy to use. Definitely a great purchase.",327,19,4 people found this helpful,4,Yes
B0FHGQZ9P5,R2QKN10RPS53AT,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 16, 2026","I'm really impressed with the quality and durability of this phone case. From the moment I put it on my phone, it felt sturdy and well-made. The materials feel strong without being bulky, and it provides great protection. I've already dropped my phone a couple of times (accidentally!), and the case handled it perfectly-no damage at all. One of my favorite features is the built-in stand. It's super convenient for watching videos, video calls, or just setting the phone down while I'm working. The stand feels solid and doesn't feel flimsy like some others I've tried. It holds the phone at a good angle and stays in place really well. Overall, this case is a great combination of durability, functionality, and quality. If you're looking for a reliable case with a sturdy built-in stand, I definitely recommend this one.",823,53,7 people found this helpful,7,Yes
B0FHGQZ9P5,RNX2RHD445PJ7,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 17, 2026","Amazing case. Fits perfectly, protectsn everything like you want it to protect.. Rigid but sleek enough to not interfere with usage. Great case for a great price! Easy to install without damaging your screen protector. Perfect grip while in your hands",251,15,3 people found this helpful,3,Yes
B0FHGQZ9P5,R9E70R6RCRR9N,0,4.0 out of 5 stars,4.0 out of 5 stars,4.0,"Reviewed in the United States on February 27, 2026","Overall, the case good and lasted me 7 months with few issues. The quality is generally good, the material is nice in the hand, the buttons still feel good to press. However, there were a few issues. A small part of the case seemed to burn off? Or something like that, at the top near the camera. I don't know what caused it, but it's worth mentioning nonetheless. The ring is generally good, however it is flimsy and will bend out of shape easily if you're not careful. It's also easy to bend back into shape. I dropped my phone with the ring open and damaged slightly, however the ring still lasted another few months, until today when it finally gave out at the spot of damage. Overall, a generally good quality case with a few minor issues, the biggest being the magnetic ring being easy to damage. If you're careful, I would recommend this case.",850,70,9 people found this helpful,9,Yes
B0FHGQZ9P5,R29VPWS74OXFTP,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on February 21, 2026","I absolutely love this phone case! It fits my phone perfectly and the quality is amazing for the price. The material feels durable without being too bulky, and it provides great protection. One of my favorite features is the built-in stand. It's super convenient because I can watch videos or FaceTime hands-free without having to hold my phone. The stand feels sturdy and doesn't feel flimsy at all. Overall, this case looks great, protects my phone well, and the stand makes it even better. I would definitely recommend it and would buy again!",545,37,,0,Yes
B0FHGQZ9P5,R2F20WA8GUJRFM,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 17, 2026","I love this iPhone case! As described, I think it provides adequate phone protection. The well designed clip on back allows me to set phone down and watch a show without holding phone. Easy to install case. Color is just as shown. High quality and looks great. I feel it was worth the cost! Thanks!",298,23,One person found this helpful,0,Yes
B0FHGQZ9P5,R3RV0P8PUQ3PS4,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 24, 2026","I am always skeptical about buying phone cases online because you never know the real quality of the item. I was very surprised with the case when it came in the mail. Great quality, perfectly sized for the 17 and installation was extremely easy to put on. I have dropped my phone once since putting on the case and cringed as I was picking it up, but the durability of the case with the bumper corner saved the screen from landing facedown. A phone case to protect your phone while staying in a reasonable budget, definitely look forward to other products from this company.",575,38,,0,Yes
B0FHGQZ9P5,R23I54EVHMSMCM,0,Very good product,5.0 out of 5 stars,5.0,"Reviewed in Egypt on January 13, 2026",Good quality and functionality,30,2,,0,Yes
B0FHGQZ9P5,R252BMPCT4FIEJ,0,Don't buy it,1.0 out of 5 stars,1.0,"Reviewed in Singapore on December 8, 2025",The color of the case is starting to fade,41,3,,0,Yes
B0FHGQZ9P5,R3VZUIHGF2VX0X,0,NA,5.0 out of 5 stars,5.0,"Reviewed in Egypt on December 7, 2025",Good quality,12,1,,0,Yes
B0FDQSM93B,R5A4MEIL0B0M,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 1, 2026","I feel a lot better having this case on my new phone. I just got the iPhone 17 Pro Max & it slipped right out of my hand in the first 24 hours of having it! When this was delivered I immediately put it on my phone & whew! It fit perfectly and is easy to put on the phone. It looks good and I now feel my phone is protected. The rubber material feels good & sturdy my hand, and isn't too bulky. I would purchase another one of these.",432,30,One person found this helpful,0,Yes
B0FDQSM93B,R1P4ZSZAY73D19,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 2, 2026","Symcele makes really solid phone cases. They're slim, durable, and give great protection without making your phone bulky. It also has a nice grip and a clean, modern look. Overall, it's a reliable and affordable choice that feels high quality. I would definitely recommend getting it, it really is the best bang for your buck.",326,20,,0,Yes
B0FDQSM93B,RFHW7VXEB8KH7,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 6, 2026",Really happy with this. The case fits perfectly and feels solid without being bulky. The magnetic attachment works great and holds well. The privacy screen was easy to install and works as expected. Exactly what I needed for everyday protection.,245,14,,0,Yes
B0FDQSM93B,R1WYE24KTJM0T4,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on February 26, 2026","This the second time I purchase this case. I bought the first when when the iPhone 16 Pro came out. Now I needed a replacement since the rubber sides were coming apart from the plastic backing. I could have reached out to the seller for the warranty but totally forgot about it until I got tbe new case and saw the warranty card. But for the price, I don't feel bad. The magnet on it great and the feel is soft on your hands, but still grippy so you won't drop your phone. The rounded edges help with marks on jeans and such from having the phone in your front pockets.",569,48,One person found this helpful,0,Yes
B0FDQSM93B,R3AFVLCOY9QUCR,0,4.0 out of 5 stars,4.0 out of 5 stars,4.0,"Reviewed in the United States on December 14, 2025","Updated Review: After two months of use, the case is starting to look a little dirty, especially the raised edges (see third photo). Not sure if it's because I wear a lot of black so when I put the phone in my pockets, the dye from the clothes gets on it, or if it's for other reasons. On the flip side, I'm really appreciating the strength of the magnet as it holds my pop socket super well. I had gotten another case to use on and off (just like switching up the look) and that magnet was not very strong and my pop socket came off easily. Also, that case was even more slippery than this one. So still keeping this at a 4 stars. Original Review: I got the Designed for iPhone 17 Pro Max Case, Compatible with MagSafe, [Camera Protection] [15FT Military Drop Protection] Shockproof Translucent Matte Anti-Slip Phone Case, 6.9"", 6.9"", Pink for my new phone. This quality of the case seem good. I have not dropped my phone (knock on wood) so I'm not sure of the durability, but it seems solid. The silicon case is a bit slick (this is my first one of this kind) and the textured lines on the sides which are supposed to help with grip may help slightly. Magnet is sound as it holds my pop socket well without any issues and I can use MagSafe charger without any problems. It is a good fit for the iPhone 17 pro max. A few things I noted that are cons IMO: I got the pink color and it's a little bit of a dusty pink rather than the pale soft brighter pink shown in the picture. I was also hoping the camera button on the side would be covered but it is not. Finally, the camera lens protection seems just slight off as you can see the rim.",1638,126,9 people found this helpful,9,Yes
B0FDQSM93B,RPPKCMFEOQ1PH,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 7, 2026","EXCELLENT!!! This product is excellent in every way and came with 3 extra screen protecters, preparing & cleaning kit & instructions on how to install the protector - even a QR code to watch it on YouTube! The case is perfect- super protective and love this pink color! I will be ordering from this company again! AND no need for camera lens protecters because this case has built in ones! I have an IPhone 16 Pro",413,32,,0,Yes
B0FDQSM93B,R2MVT5TSYO30GZ,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 18, 2026","Fine quality case that provides a very snug wrap-around. The included tempered glass screen protector was easy to install when directions were followed. A QR code with the screen protector provided great tips on removing air bubbles and installation technique. The phone case highly flexible buttons over buttons function flawlessly, and the opening for charging cable is sufficiently sized to not obstruct. Well done!",418,35,,0,Yes
B0FDQSM93B,R1HWRQD31H5NRZ,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 24, 2026",Solid product that protects the camera lenses in the back and seems very sturdy if you add a tempered glass protector for the face. Solid fit. Highly recommended.!,163,12,,0,Yes
B0FDQSM93B,R1049STY9J1FNV,0,Excelente,5.0 out of 5 stars,5.0,"Reviewed in Mexico on September 20, 2025",Buena calidad y tal cual se muestra,35,5,,0,Yes
B0FDQSM93B,R14P4W9ND9VZ5K,0,Muito Bom!!!,5.0 out of 5 stars,5.0,"Reviewed in Brazil on November 5, 2025","Boa qualidade, entrega o que promete, vale a pena.",50,7,,0,Yes
B0FDQSM93B,R20S7X8VYV84OC,0,Best Iphone17 pro case,5.0 out of 5 stars,5.0,"Reviewed in Canada on March 17, 2026","I absolutely love this case! It honestly feels even better than the official iPhone ones because it offers extra protection around the camera lenses, which I really appreciate. The colour match is exact and gives it a very sleek, expensive look, and it feels great in hand without being bulky. It's also easy to clean and maintain, which is a bonus for everyday use. Overall, I'm really impressed and would definitely recommend it!",431,32,,0,Yes
B0FDQSM93B,RD8F52VYMTB93,0,Way too expensive for what you get.,2.0 out of 5 stars,2.0,"Reviewed in Singapore on February 28, 2026",It's just OK. Nowhere near value for money. Feels very cheep and the camera button is uncovered.,96,8,,0,Yes
B0FDQSM93B,RICQ39RW2FWNI,0,Excelente case,5.0 out of 5 stars,5.0,"Reviewed in Mexico on December 7, 2025","Muy bonito color, protege bien y en los bordes tiene unos detalles que te ayudan a identificar al tacto, además la textura está padre. Llego rápido.",148,20,,0,Yes
B0FT3P5W5H,R1M6WOTZU2VHWR,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 11, 2026",Great phone case. Have dropped my phone a few times and it's still perfect. Both case and phone show no damage. Fits well and isn't too bulky. Good value.,154,8,,0,Yes
B0FT3P5W5H,R2VGSMT6C7HEHT,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on February 25, 2026","Otter box never fails at making a quality phone case. As someone who drops her phone constantly this is a must buy! Lots of protection but not super bulky, fits the phone perfectly, still allows you to charge your phone wirelessly mostly. Easy to pop on and off if for some reason it doesn't allow you to charge with it on. Would buy again!",340,28,6 people found this helpful,6,Yes
B0FT3P5W5H,RVM5B5QQ07E8E,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 12, 2026",What can I say about the phone protector It's sturdy not too heavy and a very nice color. The inner covering feels and looks a bit loose on my phone but the outer hard covering n secures it in place. It was easy to put on and the price isn't too bad considering that it's an outterbox. ( which is known for its good cases with pricy tag ) If you want good stuff you have to pay a pretty penny for it. Though I wish it covered my back camera it has high ranges that help protect it. But I brought a back camera protector because I like all areas secure and protected Overall good buy,582,44,3 people found this helpful,3,Yes
B0FT3P5W5H,R1YVFDFXLM4GSP,0,4.0 out of 5 stars,4.0 out of 5 stars,4.0,"Reviewed in the United States on April 13, 2026","As expected from Otterbox. Sturdy, protective, weatherproof and good looking. Very easy to install, good quality but not such a good value, in comparison to good new cases from some competitors",193,13,,0,Yes
B0FT3P5W5H,R33Z1T0C40Y07I,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on March 5, 2026","Great case, easy to put iPhone 17 pro in the case. The fit is perfect and the grip is very nice. Not slippery in your hands, but not too grippy to get stuck in your pocket. The case looks nice and isn't bulky like other cases. It's worth the cost.",247,15,One person found this helpful,0,Yes
B0FT3P5W5H,R1U5Y2D664KPLE,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 1, 2026","Even for otterbox I've really liked this case, and I've used a few for other phones. Not bad price wise and is easy to put on and use, definitely feels protective of the phone itself, and doesn't add too much weight but gives the phone a nice feel and size. Definitely recommend.",279,18,One person found this helpful,0,Yes
B0FT3P5W5H,R1AEZ3CL7AGUK3,0,5.0 out of 5 stars,5.0 out of 5 stars,5.0,"Reviewed in the United States on April 11, 2026",Fits my 17 pro max like a glove! Sturdy. Good grip.,51,6,,0,Yes
B0FT3P5W5H,R1ZR05PECESBQ,0,Calidad,5.0 out of 5 stars,5.0,"Reviewed in Mexico on March 15, 2026",Se adapta perfecto. Lo recomiendo,33,3,,0,Yes
B0FT3P5W5H,R2IOHAFSLI2MLL,0,Capa original,5.0 out of 5 stars,5.0,"Reviewed in Brazil on March 2, 2026",A capa chegou direitinho e é original,37,4,,0,Yes
B0FT3P5W5H,R36ZFP90C6T25O,0,Resistencia,5.0 out of 5 stars,5.0,"Reviewed in Mexico on April 10, 2026","Siempre son la mejor opción para la protección de celulares, mi teléfono se ha caído muy feo, y no tiene un so rasguño",118,13,,0,Yes
B0FT3P5W5H,R2NBPGEATGDYO5,0,Protección de verdad,5.0 out of 5 stars,5.0,"Reviewed in Mexico on February 21, 2026","Excelente producto es justo lo que esperaba, no es tan grande y protege al 100 mi teléfono. Si buscas protección otterbox es lo único, realmente vale la pena",157,18,,0,Yes
